NUISANCE_PARAMETERS
SigXsecOverSM  0.033694 +0.568937 -0.568937
-0.0236023   -0.0556029   0.0104933   -0.0101551   -0.011049   -0.0206446   -0.0170365   0.00386546   -0.00260715   0.0055973   0.0190013   0.0162604   0.00432496   0.000850806   0.0357828   0.0243374   0.00345912   0.00238065   0.0175777   0.0291017   0.0635447   0.117331   0.158139   1   0.133196   0.0623602   0.0036144   0.0192345   0.023747   -0.0143517   -0.0345039   -0.0368713   -0.0317761   -0.00950016   0.0192618   0.0333412   0.0403141   0.0342646   0.0183393   -0.00089088   0.0215414   0.0534211   -0.00285092   0.0385061   -0.0164111   -0.0173418   -0.0316025   0.0148677   0.0121853   -0.0252762   -0.177528   0.0168642   -0.000745136   0.000986825   0.000483512   0.000928681   0.00189092   0.00141411   2.57629e-06   -1.8046e-06   -3.76375e-08   2.44631e-06   2.33634e-06   0.0044079   -0.000465046   0.0188884   -0.0264486   0.0197019   1.33653e-06   0.0212348   -0.019992   1.72674e-08   0.00475135   -0.0359777   0.0312386   0.000239457   0.00572148   0.00584421   -0.00511735   -0.0203927   -0.0127704   -0.00360726   -0.0212236   0.0327997   0.00483346   0.000120281   -0.000780657   0.00175363   0.00058574   0.00164748   -0.00204523   0.000827927   4.14497e-08   -0.0269598   0.00616193   0.00662779   -0.0064271   -0.00142993   -0.0228744   0.0141847   0.00441311   0.00562739   -0.0808281   0.034912   0.0182117   0.0385898   -0.00836865   -0.00318364   2.26806e-06   2.21929e-06   8.51034e-08   0.000369782   2.04797e-06   2.52769e-06   -0.000178887   0.000429507   -0.00266216   -0.00310878   0.00641388   0.000585525   -9.07538e-07   -0.00147549   0.00939682   -0.00743437   -0.00788603   -0.0321345   -0.000157577   -0.0497284   0.00234013   0.00012309   0.0141541   -8.66825e-07   0.00033257   1.76906e-06   9.14627e-07   0.00192995   -0.00188695   0.00221555   -0.00195181   -5.73097e-08   -6.00368e-06   -2.45024e-08   1.83268e-05   -0.000713304   0.000491035   -0.00473216   0.00802715   0.0139603   
-0.01437   -0.0586233   0.0187113   -0.00399484   -0.0187948   -0.0158686   -0.008646   -0.00339245   0.00405474   0.0045484   0.0073   0.00629435   0.00751213   0.0025531   0.044799   0.00965302   0.0111277   0.00402731   0.0139827   0.0476778   0.0901856   0.150314   1   0.158139   0.0894767   -0.0149022   0.00406471   0.0160986   0.0219571   -0.0109013   -0.0147457   -0.0253457   -0.0180242   0.0177004   0.0391213   0.0428543   0.0282639   0.00767465   -0.0119808   -0.00347279   0.0377396   0.044596   -0.00607295   0.0275914   0.0369718   -0.00648957   0.000627399   -0.0124014   -0.00345339   -0.0706478   -0.186036   0.00645711   -0.00130655   0.00098987   0.000786294   -0.00136555   -0.00216234   -0.00222154   1.80473e-06   -9.71326e-07   -3.75125e-07   1.04016e-06   1.63096e-06   -0.0142065   -0.0002512   -0.0142068   0.0384215   -0.0222937   5.59411e-07   0.000683991   -0.0023839   -5.31705e-08   0.002214   -0.0140846   0.000282275   6.07575e-05   0.0046563   0.00473377   -0.00549277   -0.0185552   -0.0126084   -0.00136366   -0.019499   0.0307255   0.00478917   0.000103012   0.0012401   -0.00441669   0.000848701   0.00293813   -0.00335094   0.00247967   -3.17073e-09   -0.0323257   0.00676574   0.00580738   0.0190502   -0.0056533   -0.0220818   0.00486479   0.0132299   0.00704504   -0.0622235   0.0392601   0.0164097   0.0489276   -0.0326907   -0.0126796   1.73588e-06   -8.61669e-07   1.59684e-07   0.000418331   1.27254e-06   1.44828e-06   -0.000155261   0.000483071   0.00016276   -0.00646549   0.00284942   0.00245133   -1.35726e-06   -0.0375648   0.0061395   -0.00351068   -0.00769865   -0.0256827   0.0370448   -0.0651495   0.0028729   -0.000609896   0.00703502   -5.59632e-07   0.000592258   -1.52969e-07   7.38054e-07   7.57747e-05   -0.000105558   -0.00226497   0.00948382   -2.17168e-08   -7.8644e-06   -1.07338e-06   0.000431166   0.000931939   5.54148e-05   -0.00331662   0.00138401   -0.0187811   
-0.0398655   -0.021568   0.0238596   0.00823101   0.00740196   0.00376151   0.00139379   -0.0046   0.00339276   0.0028065   -0.0023601   0.00437976   -0.0100488   0.00299831   0.0232295   0.0051276   0.000150285   0.00370312   0.0356261   0.0815123   0.130323   1   0.150314   0.117331   0.0494508   -0.0327497   0.00355501   0.0187515   0.0112574   -0.0202571   -0.0224469   0.000976776   0.0228532   0.0353721   0.0258355   0.0211145   0.00897825   -0.00661093   -0.00792246   -0.00483667   0.0483748   -0.0542961   -0.0208268   0.0025057   0.0763289   0.101834   0.05004   -0.00856277   -0.00837347   -0.0793982   -0.0873848   -0.0297009   0.00169043   0.00100161   -0.000301143   0.00161064   0.00309956   0.00296012   -4.04111e-07   3.37137e-07   1.63522e-07   -6.70669e-07   -6.55847e-07   0.0163231   -0.000628918   0.01448   0.0155715   0.0204194   2.59533e-06   0.0530946   0.0302804   -2.62551e-08   -0.000752045   0.000231883   -0.0473776   -0.000157617   0.00436702   0.00442749   -0.00976292   -0.0226966   -0.0209168   0.00482998   -0.0267086   0.0559071   0.00184427   5.67729e-05   0.00152606   -0.0021531   0.000806442   0.00374692   0.00120487   0.00289859   -4.26488e-08   -0.0250712   0.00569599   0.00495522   0.0313782   -0.00793863   -0.00360757   -0.00281751   0.0154577   0.00365229   -0.0383745   0.0341327   0.0110362   0.0667223   -0.0454663   -0.036469   3.63947e-08   1.25519e-06   -4.0244e-07   0.000353502   1.46281e-07   -7.79127e-07   -0.00011079   0.00039926   0.00280576   -0.00396274   -0.00968733   0.0038223   2.84221e-07   -0.0644297   -0.00299548   -0.00333158   -0.00336378   -0.0188141   0.0497998   -0.0352656   -0.00130005   0.000356039   0.00369643   -5.7762e-07   0.00113826   -2.52866e-06   2.5061e-06   -0.000824065   0.000783987   -0.00331129   0.0109277   -2.1375e-07   -1.3014e-06   -6.51011e-07   0.000918571   0.000663157   -0.000249336   -0.00276849   -0.00390709   0.0234601   
0.0029666   -0.00276976   -0.0130179   0.00318866   0.0170746   0.0172847   0.020639   0.0178354   0.0108924   0.00827766   0.00499854   -0.0100232   -0.0217216   0.00254245   -0.000602611   0.0126831   -0.000406617   0.0349403   0.0725809   0.116365   1   0.130323   0.0901856   0.0635447   0.0322077   -0.000855183   0.00345442   -0.010118   -0.00607701   -0.012807   -0.0175297   0.0289167   0.0566144   0.0669372   0.0194097   -0.00138949   -0.00265969   -0.0101197   -0.0266091   -0.00164243   0.0586647   -0.097854   -0.0316653   0.0131516   0.0780362   0.0157599   0.0696327   -0.0461524   0.0301531   -0.0582765   0.023662   0.0200032   -0.000716251   -0.000716613   0.00151821   0.00339238   0.005873   0.00528191   -1.30139e-06   1.34198e-06   1.17671e-06   -9.14493e-07   -1.94708e-06   0.0112833   -0.000195671   0.0254414   -0.0524867   0.0501529   2.40202e-07   0.0204477   0.0845167   5.2271e-08   -7.94548e-05   0.0190365   -0.0613931   0.000118882   0.00697831   0.0074225   0.0033718   0.00462385   0.00352933   -0.00435065   0.00301464   -0.00181562   -0.0048038   -3.0241e-05   -0.000178796   -0.00645802   -0.000660549   -0.00204489   0.00904599   0.00246357   3.05099e-08   -0.00732561   0.00544749   -0.00267844   0.0564069   -0.00270039   -0.00474195   0.0133756   0.0131533   -9.48125e-05   0.00580129   0.0330586   -0.0059704   0.0997363   -0.0155427   -0.0338262   -1.45375e-06   -2.48074e-07   -2.35364e-07   0.000336476   -1.01799e-06   -1.69078e-06   8.77222e-05   0.000349746   0.00402667   0.000882593   0.00740651   0.00757561   5.58506e-07   -0.0309575   -0.00989167   0.00744514   0.00476174   0.00800225   0.0244283   0.0140831   -0.000944723   0.00146918   0.00467572   4.95194e-07   -8.4223e-05   -5.49404e-06   1.04984e-06   -0.00229345   0.00222824   -0.0101044   0.00430423   1.71667e-07   2.01309e-06   -8.76554e-07   0.00115894   3.43355e-07   0.000556484   -0.00165023   0.000654842   0.0485037   
-0.0687651   0.0218113   -0.0150331   0.00483129   0.0171819   0.0355373   0.0334965   0.0147906   0.0178202   0.00879573   -0.00553549   -0.0133957   -0.0315135   -0.00191925   0.00184406   0.0150107   0.0284054   0.0754279   0.115528   1   0.116365   0.0815123   0.0476778   0.0291017   0.0292525   0.0321746   0.00522399   0.0124456   0.00726423   -0.00152544   0.0141245   0.0560288   0.0506831   0.0419838   -0.00620752   -0.0236327   -0.0283421   -0.0241021   -0.0150086   0.000305739   0.0344723   -0.0499601   -0.118191   -0.00425866   0.0238538   0.0471312   0.0351814   -0.0754511   0.0207706   -0.0235902   0.0634892   0.0204469   0.00338791   0.00200796   0.00493546   0.00409008   0.00667282   0.00588464   -2.21285e-06   1.83588e-06   3.9014e-07   -1.81605e-06   -2.40975e-06   0.014727   -0.00178779   -0.0221586   0.00184127   -0.0556246   -8.74621e-07   0.0273974   0.129278   1.23792e-07   0.00696041   -0.010688   -0.0626952   0.00028315   0.0118433   0.0121053   -0.00120903   -0.00643495   -0.00579668   -0.00197219   -0.00922221   0.0255977   -0.00213507   5.25785e-05   0.0017051   -0.0167441   -0.00104448   -0.00236203   0.0114085   -0.00186928   5.31397e-08   0.00725795   0.00830416   0.00326299   0.0403524   0.000385802   0.00606297   0.00872762   -0.0100609   0.000290099   0.0115628   0.0500317   0.00720936   0.0624614   0.00205207   -0.0304632   -2.4104e-06   -1.59641e-06   -7.44456e-07   0.000458977   -2.67462e-06   -3.25361e-06   -4.20591e-05   0.000495419   0.00366028   0.000121468   0.010706   0.00324437   2.49248e-06   0.065099   -0.014991   0.00776986   0.00629125   0.0358253   -0.033835   0.0409415   0.00191185   0.000573177   -0.00581674   9.2816e-07   0.000446994   -1.35322e-05   1.21268e-06   -0.00222874   0.00217426   -0.00661786   0.00185299   -1.95891e-07   3.27784e-06   2.66806e-06   0.00030208   0.000348087   0.000811367   0.00288985   -0.0011301   0.0573404   
-0.0495206   0.0327027   -0.0189464   0.0193395   0.0386792   0.0280436   0.0363608   0.0221179   0.00852409   0.000626402   -0.00515582   -0.00830388   -0.0231501   -0.00648408   -0.000634626   0.00382517   0.0761604   0.116561   1   0.115528   0.0725809   0.0356261   0.0139827   0.0175777   0.0300433   0.056502   0.00523348   0.0327344   0.0139252   0.0519927   0.0460848   0.0454388   0.0290538   -0.00194778   -0.0243393   -0.0355836   -0.027788   -0.0275751   -0.00227508   0.00076584   0.00264785   0.0426539   -0.125953   -3.07284e-05   -0.00455922   0.0302564   -0.00446785   -0.0558422   -0.00767103   -0.0189482   0.0741832   0.00236267   0.00238723   0.00191547   0.00061257   -0.00228602   -0.00513426   -0.00510187   -5.49682e-06   5.13761e-06   9.28633e-07   -4.86885e-06   -5.02787e-06   -0.000392763   -0.00189425   -0.00617365   -0.0491683   0.00154562   -6.21026e-06   0.0474273   0.0386339   7.57693e-08   0.00443053   -0.00752024   -0.0479783   0.000153139   0.0125105   0.0125378   0.000321142   -0.00277773   -0.00492854   -0.00205109   -0.00781495   0.0169888   -0.00885287   0.000101658   -0.00084606   0.000724341   -0.00072992   -0.00297668   0.0138416   -0.00630062   1.40502e-08   0.0176937   0.00835645   0.0079308   0.0203962   0.00115352   0.0100475   0.026645   -0.0337287   -0.000100156   -0.0233673   0.0502145   0.0160503   0.0239546   0.00621253   -0.0186748   -5.44997e-06   -3.08967e-06   -6.05412e-07   0.00044217   -6.40957e-06   -6.78113e-06   -0.000152835   0.00050997   0.00273233   -0.0010033   0.00230198   -0.00167685   2.07059e-06   0.0847113   -0.0157754   0.0122999   0.00653521   0.0394581   -0.044469   0.0197318   0.00629169   -0.000971066   -0.0140452   1.34774e-06   0.000799303   -1.43458e-05   8.37141e-07   -0.00162915   0.0016003   -0.00318075   0.00603978   -2.66065e-07   1.09606e-06   2.77663e-06   -0.000496264   -0.000530151   0.000874619   0.00807352   -0.0052195   -0.0370272   
0.0984716   0.0186355   -0.0288909   0.0333052   0.0215361   0.00186136   0.0359229   0.0244422   0.00324906   -0.00675449   0.00410452   -0.0048015   -0.00436351   -0.00443669   -0.00930531   0.00495932   0.155491   1   0.116561   0.0754279   0.0349403   0.00370312   0.00402731   0.00238065   0.0132859   0.0368063   0.000886838   0.0473969   0.000462554   0.114362   0.105648   0.0211612   0.0120362   -0.00537285   -0.00217827   -0.00820953   -0.0247294   -0.0449914   -0.0361355   0.000480804   -0.0107218   0.115233   -0.00710522   0.0225146   -0.0252269   -0.0532004   -0.05016   -0.0117483   0.00280802   -0.083885   0.106626   -0.000995691   -0.000429964   -0.000488183   -0.00204862   -0.0159199   -0.0299525   -0.0280684   -9.1301e-06   9.50752e-06   -3.3769e-07   -8.86352e-06   -8.22343e-06   -0.00216907   -0.0010736   -0.00946539   0.0143655   -0.00315435   -1.45335e-05   0.0160919   -0.0684209   8.74096e-08   -0.00300397   0.0153504   0.0038482   -4.19827e-05   -0.00549675   -0.00571211   0.00698437   0.0102727   0.0078402   -0.00705945   0.00718816   -0.0226802   -0.00791521   2.85059e-05   -0.00152862   0.0127644   -0.000833941   -0.00453695   0.00964122   -0.0043065   4.46828e-08   0.0170284   0.001436   0.00899022   0.0425347   0.000842989   0.000917084   0.0400378   -0.0230116   -0.00146385   -0.0666137   0.00857115   0.0121234   0.0326009   0.00422403   -0.00371096   -9.05905e-06   -1.23858e-05   4.72573e-07   7.96498e-05   -9.80818e-06   -9.43229e-06   -0.000198114   0.000125069   -0.00220583   0.00134729   -0.00175501   9.17504e-05   -8.70239e-07   0.0316604   -0.0105369   0.0229839   0.0109368   -0.012463   -0.0163631   -0.0508902   0.00680967   -0.00336692   -0.0174913   1.2187e-06   0.000186572   -4.31374e-06   -1.95009e-06   -0.00313281   0.00304235   -0.0110918   -0.000845632   -1.56872e-07   -3.27275e-06   -1.63459e-06   -0.000125174   -0.000989777   0.0012199   0.0134731   0.00374958   -0.233442   
0.126467   0.0123237   -0.00350491   0.04977   0.0226473   -0.011129   0.0223907   -0.00795877   -0.0162459   -0.0160597   -0.0102037   0.00182342   0.0221519   -0.00125001   -0.00536285   -0.0096075   1   0.155491   0.0761604   0.0284054   -0.000406617   0.000150285   0.0111277   0.00345912   0.0106431   0.0187048   -0.00592326   0.0565022   -0.00132694   0.135011   0.127709   -0.00197382   -0.00554908   -0.019963   0.00868777   0.000410095   -0.0291061   -0.0609544   -0.0307239   -0.00078887   -0.0463185   0.0905209   0.128348   0.0137962   -0.010555   -0.0487553   -0.033283   0.0382717   -0.0434113   -0.122648   0.102007   -0.0602276   0.000496115   -0.000131076   -0.0013236   -0.0234473   -0.0431463   -0.0393648   -9.52592e-06   9.16428e-06   4.46521e-09   -8.61399e-06   -8.8985e-06   0.00119632   -0.000120335   -0.0166512   0.0403434   -0.0438439   -1.30489e-05   -0.0143255   -0.194716   -2.01124e-08   -0.00959163   0.00452885   0.0329125   -0.00052541   -0.0145474   -0.0148844   0.000433194   0.000529086   -0.00116536   0.000237879   -0.00158598   -0.0100903   0.00357059   2.754e-06   0.00248098   0.00366332   0.000378883   -0.00054916   0.00105371   -0.00122825   4.09571e-08   0.00847532   -0.00974337   0.0104787   0.0350319   -0.00120084   0.00476217   0.0247012   -0.00644038   -0.000845073   -0.184093   -0.0569231   0.0133894   0.00614353   -0.00682866   0.00350832   -8.67404e-06   -1.36317e-05   1.23476e-06   -0.000569873   -8.78609e-06   -8.53432e-06   -0.000252474   -0.000588533   -0.00616042   0.000286993   -0.021435   -0.00131127   -3.49913e-06   -0.0367881   -0.00510427   0.018099   0.00822199   -0.055356   0.0176508   -0.0896012   0.00481995   -0.00516863   -0.0223621   1.17782e-06   0.000294336   -4.32195e-06   -3.46813e-06   -0.002849   0.00274408   -0.0104235   -0.0119295   -2.49605e-07   -3.21174e-06   -5.17212e-06   1.97812e-07   -0.00415074   0.00075418   0.0151602   0.0020366   -0.34012   
0.0848505   0.0449684   0.0495152   -0.00985184   -0.0413835   -0.0449212   -0.0427131   -0.0494652   -0.0298749   0.00534226   0.0331577   0.011567   -0.0126836   0.0074534   0.021894   1   -0.0096075   0.00495932   0.00382517   0.0150107   0.0126831   0.0051276   0.00965302   0.0243374   0.0440859   0.0483012   -0.00187103   0.0069573   0.0268872   0.023733   0.028953   0.00534806   0.00961215   -0.0152306   -0.0117277   -0.00606052   -0.00745077   -0.00259647   0.0351403   -0.0027428   -0.0118001   -0.0142012   -0.00382397   -0.0352679   -0.0754857   0.0252724   -0.0240819   0.0398508   0.244846   -0.0837027   0.00768364   0.0220844   -0.00445639   -0.0017972   0.00271721   -0.00241715   -0.00409211   -0.00296109   -2.42003e-06   1.89526e-06   8.32962e-08   -1.45132e-06   -1.51014e-06   0.00967527   0.00186878   -0.00603899   -0.00532967   0.00699532   1.13964e-07   -0.0582924   0.0568159   -2.20307e-07   -0.00499694   0.00142714   0.0249944   5.66678e-06   0.0102559   0.0100065   0.00859385   0.0492344   0.0315302   0.0206888   0.0561684   -0.074832   0.00376489   0.000143158   0.00345478   -0.0318583   0.00148489   0.00777954   -0.0217145   0.00725219   1.89389e-07   0.0174528   -0.00301425   0.00470703   0.0116378   -0.00446672   0.0339379   -0.0828639   0.0386259   0.0034438   0.0935213   -0.018128   0.0169031   0.0688387   -0.0262032   -0.0477168   -2.08418e-06   -1.39433e-06   -4.20188e-07   -0.000182658   -1.16441e-06   -1.5577e-06   -0.00011927   -0.000217841   -2.24504e-05   -0.0263321   0.00827547   -0.00217846   3.03683e-07   -0.00957737   0.0180014   -0.0152143   -0.0219971   0.0405635   0.00745476   0.0172554   0.00957014   -0.00251686   -0.0141849   -4.64132e-07   -0.000145429   6.56857e-06   1.71098e-06   0.000523997   -0.000489976   0.00350045   -0.00176261   -7.11787e-08   2.67596e-06   3.01685e-07   0.000559487   -0.000784925   0.000327181   0.00403976   0.00790038   -0.0299307   
-0.0440069   0.0526195   0.0114428   0.0146482   0.0333271   0.0561735   0.0591025   0.0566096   0.0389935   -0.008913   -0.0597546   -0.0651288   -0.0298095   -0.00538941   1   0.021894   -0.00536285   -0.00930531   -0.000634626   0.00184406   -0.000602611   0.0232295   0.044799   0.0357828   0.00884375   -0.0465393   -0.0025094   0.0192564   0.0822903   -0.0236408   -0.0260124   -0.0383086   -0.0411265   -0.0330927   0.0141557   0.0146994   0.0272434   0.0176348   0.0465362   0.00435551   0.00299216   0.00664188   0.00408521   -0.0239028   -0.0304415   -0.0615611   -0.0182509   -0.00942845   -0.163949   -0.103989   -0.0883443   0.0466906   -0.00115894   -0.00318897   0.00058865   -9.00052e-05   -0.00127269   -2.24423e-05   5.7492e-06   -6.07698e-06   -3.26246e-07   6.01763e-06   6.04736e-06   -0.0174038   0.000893121   -0.00333273   0.0156704   -0.026823   2.9021e-06   -0.0738635   -0.0821266   1.04363e-06   0.00652701   -0.0222265   0.0529212   1.74653e-05   0.00944208   0.00950167   0.00559711   0.0249864   0.0110238   0.0100016   0.0211521   -0.0212877   -0.00690772   0.000445095   0.00110469   0.0157055   -0.000109445   0.00179677   0.0150509   -0.00521771   -2.3795e-07   0.0111118   -0.00413307   0.0140261   -0.0303151   0.00705067   0.0273216   -0.0239287   -0.0278362   -0.0616745   0.022244   -0.0242048   0.0512295   -0.00413833   0.0406011   -0.0999627   6.09914e-06   6.19668e-06   7.45569e-07   -0.000224305   6.63577e-06   6.6343e-06   -0.000373919   -0.000292401   -0.000949074   0.0546233   0.0162418   0.00250345   7.0299e-07   -0.065573   -0.0257076   -1.25546e-05   0.0484372   0.159258   -0.03288   0.0968792   -0.0204755   -0.00161764   0.0134826   1.85437e-07   -0.000686841   5.3221e-06   -1.77112e-06   0.00283665   -0.00276792   -0.00351007   -0.0633398   3.72922e-07   -2.26901e-06   5.76538e-06   0.000796201   -0.00205252   0.00156579   -0.00349871   -0.0106363   -0.0138614   
0.0219541   -0.00893233   -0.00606994   -0.000520776   -0.00195599   0.00319774   0.00834102   0.0110413   0.0107029   0.0103946   0.00924592   -0.00208696   -0.00853592   1   -0.00538941   0.0074534   -0.00125001   -0.00443669   -0.00648408   -0.00191925   0.00254245   0.00299831   0.0025531   0.000850806   -0.000751609   -0.00532723   0.00611844   -0.00162795   -0.000579584   -0.00145534   0.00285743   0.00218184   0.00124679   -0.00444621   -0.00550313   -0.00664197   -0.00651508   -0.00385393   0.0025168   -0.00020163   -0.0407175   -0.0250393   0.0189879   -0.0103239   -0.00376538   -0.00210741   0.00310256   0.00687448   0.0144942   -0.0188653   -0.00182813   0.00123967   0.000676591   -4.3275e-05   -7.9205e-06   -0.000169555   -0.000402522   -0.000429446   -1.16878e-08   -5.26921e-09   3.32664e-08   6.52063e-08   -2.62367e-07   -0.00194429   4.82776e-05   0.000814665   0.0031391   -0.00417018   3.37625e-09   -0.00583397   -0.0029333   4.84168e-09   0.00318669   0.00733778   0.00355925   1.61398e-05   -0.00220444   -0.0019584   0.00260839   0.00378644   0.00102441   -0.00298245   0.00046012   -0.0011928   -0.00241515   -5.51566e-06   -0.00131432   0.00549068   -0.000187853   -0.000953094   0.00463866   -0.00807857   1.18441e-08   0.000283668   0.0101908   -0.000380615   -0.00630014   -0.000331536   -0.00573577   0.0178464   -0.0431222   -0.00084762   -0.0059178   0.058926   -0.000735772   -0.0175798   -0.00181748   0.00259265   -7.86413e-08   1.53802e-07   1.55837e-07   0.000624059   3.81155e-07   2.06726e-07   4.17571e-06   0.000701239   0.000157552   -0.000106801   0.000523896   -0.00640347   -3.56221e-07   -0.00364294   -0.00157943   0.0033387   0.00207475   -0.011071   -0.00158861   -0.0100945   0.00249281   -0.000447348   -0.00688137   3.67403e-07   2.00957e-05   4.64843e-07   -4.87821e-07   -1.45353e-05   1.89927e-05   0.00639947   -0.0083839   1.09978e-07   -1.32749e-07   -1.0937e-07   -0.00132122   0.00112818   -0.000288621   0.000474036   -0.00242156   -0.00351096   
-0.0835051   -0.0322013   0.0371583   0.0158261   0.0172655   0.0295019   0.028888   -0.0178823   0.0193825   0.0707712   0.112914   0.214305   1   -0.00853592   -0.0298095   -0.0126836   0.0221519   -0.00436351   -0.0231501   -0.0315135   -0.0217216   -0.0100488   0.00751213   0.00432496   0.0297526   0.0410548   -0.00427452   -0.047794   0.00846068   0.0289342   0.0380381   -0.0143482   -0.00940522   -0.0147702   0.0079709   -0.0259704   -0.0323026   -0.0513807   0.0583742   0.00427813   0.0304564   -0.000319239   0.0781522   -0.0150049   0.0140999   -0.0891143   0.0189795   -0.167479   -0.0411426   -0.0994645   -0.0221016   -0.0457817   0.00877539   0.00337315   0.000615256   -0.00735742   -0.0140419   -0.0119499   2.12499e-06   -2.90602e-06   -2.96996e-08   5.85042e-07   1.26294e-06   -0.0276897   0.000714862   0.0271831   0.0475096   0.0261748   -3.46849e-06   -0.163206   -0.107278   -6.09344e-08   0.00186356   0.0854784   -0.0621266   -0.0002229   0.000408777   0.000830912   -0.00417846   -0.00135215   -0.00428351   0.00799695   -0.000957763   0.128314   -0.00581573   -6.58309e-06   -0.00050805   0.029415   -0.00194656   0.00583694   0.0219811   -0.00830515   -1.08305e-07   0.00323298   -0.00744018   -0.0079501   -0.0100217   0.00694758   -0.00497138   -0.0204045   -0.0441363   -0.00469071   0.0202868   -0.0412131   -0.00721663   -0.0113331   0.0409338   -0.00742375   2.90319e-06   4.17164e-07   1.13762e-06   -0.000476859   2.43313e-06   1.92458e-06   0.000172061   -0.000535085   -0.000410926   0.00329506   -0.0124116   0.00374149   -3.00091e-06   -0.0264838   -0.00546927   0.0268769   0.00602046   -0.0440642   -0.000349586   0.0231523   0.0217504   -0.00266551   0.00376052   2.852e-06   -6.79668e-05   -2.42539e-05   -5.41619e-06   0.000687066   -0.000738002   -0.0122009   -0.0110076   3.24942e-07   -1.38952e-05   3.62993e-06   -0.000316439   -0.00088878   0.000512869   0.00351536   -0.0273273   -0.113434   
0.0103988   -0.00486236   0.0445861   0.0372399   0.0461735   0.0184003   0.00302804   0.0276383   0.0367175   0.0945874   0.176867   1   0.214305   -0.00208696   -0.0651288   0.011567   0.00182342   -0.0048015   -0.00830388   -0.0133957   -0.0100232   0.00437976   0.00629435   0.0162604   -0.00330383   0.0114517   0.000732658   0.0448595   -0.0227343   0.00885969   -0.016271   -0.00442176   -0.0150351   -0.00123641   -0.0134557   -0.00316796   0.0039647   0.0131292   0.0153301   -0.000863439   -0.00616357   0.0358495   0.00634375   -0.0331022   0.0138032   -0.00892396   0.0165149   -0.0821244   0.0727796   -0.0469057   0.00363759   -0.028419   0.00307939   0.000543742   -0.00449338   -0.000313525   -0.00115321   -8.01493e-05   -1.23967e-06   8.85412e-07   2.41526e-07   -1.1664e-06   -1.3425e-06   0.0220469   -0.00267774   0.0184314   -0.000365291   -0.0268832   -1.98979e-06   0.152944   -0.0601724   1.61152e-07   0.00275035   -0.0616016   -0.00290748   -0.000114792   -0.00503313   -0.00524701   -0.0123838   -0.0190583   -0.0182676   0.013085   -0.0184003   -0.0241456   -0.00963908   -0.000101409   -0.00694093   0.0406489   0.00170348   0.00700262   0.00261715   -0.00203338   7.96112e-09   0.00233453   0.00110566   0.00558204   -0.0111467   -0.00141803   0.00962   -0.126267   -0.0108176   -0.0102451   0.00408997   0.00702107   -0.00159749   -0.00586952   -0.00813124   -0.0200218   -9.57281e-07   -1.4247e-06   1.53133e-07   5.20235e-05   -1.69891e-06   -1.87419e-06   -0.000106529   8.43485e-05   0.000336351   0.0103069   -0.0115808   -0.000660935   1.38461e-06   -0.00614474   -0.0181312   0.00513699   0.0114571   -0.122018   -0.00408907   0.0226461   -0.000892095   -0.00176129   0.004045   -8.53801e-08   0.000244236   -5.03101e-06   -2.15553e-06   0.000754631   -0.000733247   0.000360259   -0.0105158   -3.56061e-07   -6.19754e-06   5.30134e-06   0.000906219   -7.63826e-05   -0.000234478   -0.00135502   0.0161691   -0.0118992   
0.12352   -0.0112537   -0.000753005   0.0174179   0.0220972   0.012276   0.0272474   0.0709973   0.0708206   0.114966   1   0.176867   0.112914   0.00924592   -0.0597546   0.0331577   -0.0102037   0.00410452   -0.00515582   -0.00553549   0.00499854   -0.0023601   0.0073   0.0190013   0.00562039   0.000154481   0.000580787   0.00539324   -0.0390688   -0.00425608   -0.0212518   -0.0130854   -0.00389303   0.0155447   0.0102999   0.0354476   0.0318099   0.0372322   -0.0435072   -0.00406767   0.00633194   0.0865282   -0.0201098   -0.0585097   -0.0468632   -0.0284017   -0.0202573   -0.036661   0.143038   -0.0100046   0.0110051   0.033134   -0.00773909   -0.00547131   -0.00312622   0.00127059   0.00211401   0.00188434   -1.4733e-06   2.23431e-06   -1.40667e-07   -8.729e-07   -4.23273e-07   0.0143801   0.00428473   -0.0167982   -0.0570945   0.00499997   -6.29741e-07   0.0739275   0.065361   2.55085e-07   -0.00477745   -0.040472   0.0432186   4.57391e-05   -0.00670795   -0.00740003   0.00289233   0.00710138   0.00943128   -0.00205082   0.0119571   -0.0485899   -0.00264915   -0.000188776   -0.00515951   0.00565785   0.000572243   -0.000116674   -0.0144901   0.00900238   1.07895e-07   0.00403346   0.00117882   -0.00392048   0.0153707   -0.00655469   -0.00538711   -0.0755402   0.0479311   -0.00939779   0.0128091   0.00571879   -0.0206864   0.0262266   -0.0387302   0.0109831   -1.73156e-06   -2.68201e-06   4.24906e-09   9.60503e-05   -2.24209e-06   -1.89658e-06   0.000105794   0.000119686   0.000317278   0.0127506   0.00643036   0.00213441   1.97736e-06   0.001926   -0.0304749   -0.00610421   0.0109689   -0.0737271   0.0129083   -0.0102762   -0.0196716   -0.00018356   0.00368311   -1.8314e-06   -0.000375344   1.46409e-05   6.66513e-07   -0.000588095   0.000597084   0.000823192   -0.00766985   -3.05791e-07   2.47449e-06   2.089e-06   -0.000827862   0.000634557   -0.000771864   -0.00310547   0.0125447   0.0159532   
