NUISANCE_PARAMETERS
SigXsecOverSM  -0.0429933 +0.476988 -0.476988
0.0145596   0.00535927   -0.000605816   -0.000822952   0.000645392   0.00115469   -0.0011427   -0.00137899   -0.00520416   -0.00392164   -0.0037074   -0.00126535   0.00376711   -0.000328102   0.00305146   -0.0027265   -0.00329865   -0.00120194   0.00124809   0.000699051   -0.000871191   -0.00474319   -0.00303013   -0.00119776   0.00171681   0.00592817   0.00465068   -0.00055984   0.00122463   -0.00335096   -0.000789222   -0.000910732   0.0022448   0.0040591   0.00235855   0.00308561   0.00343762   0.00437639   -0.00201777   1   0.0212229   -0.0099868   0.00914386   -0.0025626   -0.00992161   -0.0105167   -0.00111026   -0.0130722   -0.00565144   0.0108851   -0.00150572   -0.0134835   -0.000227136   -0.000129906   -0.000749978   0.000456629   0.000830884   -0.000245005   3.65719e-07   -2.44709e-08   9.48812e-06   7.1265e-07   0.000638416   9.62396e-05   -0.0014316   -0.000387023   -0.000222114   -8.64465e-06   -0.0022497   -0.0168505   1.52142e-08   -0.00315046   -3.15535e-05   0.02425   -0.000150819   -0.00648897   -0.0067703   -0.000347798   -0.000419462   0.000655473   0.000478704   0.000905614   -0.00236376   0.00173672   8.485e-06   0.000425919   -0.00250025   -2.12829e-05   -9.54327e-05   -0.00118013   -0.000308051   2.61594e-08   -0.000459712   0.00772584   1.97936e-05   0.00469654   -0.00670157   0.00236204   -0.00522791   -0.00166306   0.000495391   -0.000929712   0.0456076   0.000499709   0.0138702   -0.0381408   -0.00159584   6.97167e-07   -5.72593e-06   3.48175e-07   0.000475927   6.76051e-07   7.87729e-07   -1.01185e-05   0.000534221   0.000157472   -0.00203604   -0.00575868   -0.00122569   -4.07916e-08   0.00725905   6.45246e-05   0.000726707   -0.000624528   0.00578399   -0.00180214   0.0107468   -0.000534274   -0.000286742   -0.00109871   6.8793e-08   -4.03774e-05   1.09733e-05   -1.33858e-05   1.50473e-05   0.00145723   0.00563205   3.41957e-07   -5.64521e-07   2.53453e-07   -0.000227915   0.000837496   -0.000754536   -0.000383576   0.00170643   0.00996272   
-0.240068   0.0188066   -0.00378631   -0.0102043   0.00916647   -0.00660934   -0.0083078   -0.0306896   -0.0239734   -0.0202283   -0.040653   0.0108175   0.0555064   0.00159771   0.0349059   0.0376501   -0.0473548   -0.0472772   0.00308709   -0.0127621   -0.0174315   -0.00704765   -0.00768244   0.0143897   0.056141   0.139595   0.00196176   0.0201348   0.0787388   -0.0147405   0.0449211   0.0545442   0.0114458   -0.0206125   0.0177657   0.00962654   0.0774103   0.135728   1   -0.00201777   -0.0285378   -0.0610677   -0.0701093   0.0129033   0.0295353   0.0131701   0.0736899   0.0645597   -0.116928   -0.0862125   0.0804243   0.0038569   0.00173781   0.00292829   -0.00392844   0.00462413   0.00786969   -0.00101604   -5.77209e-06   -2.49034e-06   0.000332426   -8.7187e-06   0.0200601   -0.00223121   -0.0203337   -0.00701989   0.0147942   -0.000347917   0.0359967   -0.103709   -1.14802e-07   0.00435009   -0.00773419   -0.126311   -0.000422842   -0.0528854   -0.0524031   -0.0173907   -0.0509522   -0.0323887   0.00172272   -0.048361   0.0625731   0.00354316   0.00037846   0.00572917   -0.00678921   0.000270648   -0.000602082   -0.00722381   0.00143655   1.09399e-08   0.0174637   0.00327681   0.014445   0.00442772   -0.00296412   0.00782955   0.0015148   0.00793169   0.00566859   0.0721302   0.018358   0.0495841   -0.258967   -0.0182885   -0.0037828   -5.32937e-06   -0.000100167   -6.65604e-06   0.0002429   -7.24114e-06   -9.44035e-06   -0.000420307   0.000355384   0.00331216   -0.00244741   -0.00367485   -0.00261976   4.09304e-07   0.0154525   -0.000494692   -0.00250664   0.00447201   0.035706   0.0364056   0.0879446   -0.0145687   0.000280373   -0.041375   -2.4555e-06   -0.000546779   9.78564e-05   -0.00691398   0.00689671   -0.0020153   0.0147188   -5.49826e-06   -3.3649e-06   -5.14685e-06   -0.000914646   0.00323033   -0.00226481   0.00640857   0.0143147   0.0983949   
0.134718   0.0177705   -0.0383155   -2.45898e-05   0.000494679   -0.0249001   -0.00703465   0.0464122   0.0233838   0.0261991   0.0372852   0.0123857   -0.0373034   -0.00385227   0.014493   0.00200106   -0.0250313   -0.0201373   -0.020106   -0.0301328   -0.0130836   -0.00976058   0.0120865   0.0312181   0.0194728   0.036729   -0.00387818   0.0167322   -0.0140914   -0.0182607   -0.00497788   0.0117472   0.0231014   0.0613047   0.0974782   0.15609   0.189419   1   0.135728   0.00437639   -0.022393   0.0232051   0.0589396   0.0196584   -0.0348275   -0.0400751   -0.0181591   -0.0195004   0.0758077   -0.010555   0.00931661   0.00780886   0.00194057   0.0010959   -0.00273993   0.00193275   0.00424773   0.000752484   -1.78834e-07   2.0219e-06   0.000169886   3.08216e-06   0.000129611   -0.000166957   -0.0196983   -0.0666985   -0.0173293   -0.00018978   0.114307   -0.0361331   7.05767e-08   -0.0057449   0.0163121   0.0508128   -8.94081e-06   -0.0354675   -0.0365095   0.0106401   0.0180595   0.0147229   -0.0100071   0.0157186   -0.0235038   -0.00765934   -2.49268e-05   -0.000416599   0.0188679   -0.00113996   -0.00604117   0.00790922   -0.00368546   -5.03639e-08   0.00687658   -0.00649031   0.00220591   0.0522021   0.00716443   -0.00185419   0.0300607   -0.0198423   0.00235326   0.00688823   -0.0375092   -0.00251198   -0.148426   0.0411802   0.00584148   -5.97558e-06   -4.74569e-05   3.82855e-06   -0.000275064   -4.36975e-06   -2.69331e-07   -6.66436e-05   -0.000403443   0.00180666   -0.000407172   -0.000870984   0.00220157   1.04272e-06   0.0222999   -0.000490736   0.0146683   0.00682781   0.0845772   -0.00103435   -0.0650705   0.00100486   0.00121397   -0.018472   2.00232e-06   -0.000354152   4.08524e-05   -0.00783469   0.00725726   -0.00961996   0.00562847   1.28988e-06   1.11957e-07   1.98923e-06   0.000151617   -0.000763996   -0.000871317   0.00375495   -0.000736827   0.0426446   
0.180232   0.0153886   -0.0315254   -0.00259406   -0.0044695   -0.0206075   -0.0118377   0.0398511   0.0259247   0.0199205   0.0300707   0.00818327   -0.0268433   -0.00596377   0.0289645   -0.00855434   -0.00867783   -0.0119699   -0.0285351   -0.0328455   -0.00792308   0.00870934   0.0292656   0.0401891   0.0150287   -0.00302785   -0.00385986   0.0166833   -0.0126032   -0.0052428   -0.0222015   0.000507295   0.0296425   0.0883731   0.12932   0.178478   1   0.189419   0.0774103   0.00343762   -0.0426709   0.07379   0.0677601   0.00639408   -0.00761318   -0.0327416   -0.0120598   -0.0172882   0.0520873   -0.0427363   -0.00175804   -0.0512131   0.0010684   -0.000796688   -0.000428535   -0.000495054   -0.000337342   0.00190854   1.03247e-06   4.90657e-07   0.000129709   1.59845e-06   -0.00371997   0.000142592   -0.000318628   -0.0195143   0.025015   -0.000137181   0.0676764   -0.0549195   1.19615e-08   -0.00974248   0.0240371   0.0704712   -0.00017589   0.0202962   0.0190818   0.00931088   0.0164385   0.0126724   -0.00820586   0.0138965   -0.0221265   -0.00375687   -2.50281e-05   -0.000773201   0.0116564   -0.00087529   -0.00496903   0.0058822   -0.00572945   -3.52107e-08   0.00880483   -0.00646186   0.0023762   0.014234   0.00552269   -0.00116055   0.0253905   -0.0307725   0.00470228   0.00854698   -0.0374167   -0.00171196   -0.0799801   0.032208   0.00594119   -2.86074e-06   -6.59524e-06   3.45629e-06   -0.000345047   2.0404e-06   2.14895e-06   -3.28166e-05   -0.000497862   0.00107963   -0.00364434   -0.0161956   -0.00266562   -2.5154e-07   0.0149847   0.00142971   0.00158982   0.00169486   0.0707385   -0.00648381   -0.0907178   0.00759364   0.000971503   -0.0194405   2.93213e-06   -7.80807e-05   -1.8658e-05   -0.00279545   0.00238494   -0.00212084   -0.00325323   2.25546e-06   1.69443e-06   1.12814e-06   -0.000324476   -0.000887436   0.000823416   0.00829469   -0.00299457   -0.0159688   
0.207778   0.0117313   -0.0161337   0.00123606   -0.0332597   -0.0179699   -0.00861333   0.0180684   0.0293526   0.0308124   0.0352839   -0.0021887   -0.023028   -0.00613927   0.0189717   -0.00635463   0.0085436   -0.0020984   -0.0352604   -0.022984   -0.00621948   0.0193599   0.0413052   0.0350978   0.00686385   -0.0466605   -0.00359355   -0.00145453   -0.0174405   -0.00734899   0.00890772   0.000678211   0.0551414   0.126102   0.180975   1   0.178478   0.15609   0.00962654   0.00308561   -0.056487   0.127827   0.0601685   -0.0113745   -0.00571772   0.0409689   -0.0382638   0.00038957   0.0328782   -0.048238   0.025724   -0.0589022   0.00259625   0.000613503   7.04645e-05   -0.00117138   -0.0023317   0.00134943   -1.07124e-06   5.5087e-06   -3.28894e-06   -1.35759e-06   -0.00203176   0.000656785   0.00978417   0.0331031   -0.0297255   -9.18102e-06   -0.0318026   0.0648006   -2.93121e-08   -0.0101339   0.0348542   0.0851942   -0.000136802   -0.03561   -0.0370858   0.0053638   0.0110875   0.00521052   -0.00395115   0.00660851   -0.00450751   -0.00271757   -7.10477e-05   -0.00187353   0.0121348   -0.000226544   -0.00254108   0.00116195   -0.00588869   -1.47962e-08   0.00678667   -0.00602599   -0.00249162   -0.0144898   0.00484744   0.00123122   0.0138355   -0.0316291   0.00307806   -0.0023567   -0.0347008   -0.0100424   0.0146358   0.028964   0.0101127   -3.48421e-06   6.08988e-06   5.54768e-06   -0.000229453   3.39298e-06   2.38953e-06   2.37585e-05   -0.00036577   -9.28582e-05   -0.00218494   -0.0217305   -0.00396706   -8.81722e-07   -0.00328893   0.00474819   -0.00381604   0.000737416   0.0171545   -0.0112208   -0.103791   0.00919972   0.000245629   -0.0139613   3.237e-06   9.43933e-05   -2.55698e-05   0.00130625   -0.00108528   0.000623435   -0.0195867   3.32952e-06   4.89644e-06   8.88676e-07   -0.000262315   -0.00115126   4.06639e-06   -0.0300897   -0.0062138   -0.034653   
0.106612   -0.00571616   0.00212791   -0.00216873   -0.0271881   -0.00264051   -0.00127743   -0.00839729   0.011132   0.0159688   0.0107266   -0.0124745   0.00605905   -0.00497816   0.0182826   -0.0134928   0.00676772   -0.00342116   -0.0267886   -0.00488903   0.0156267   0.0251632   0.0366471   0.0218592   0.00907492   -0.0424852   -0.00251724   -0.0185869   0.0032056   0.0182595   0.0407465   0.0424361   0.0939552   0.161978   1   0.180975   0.12932   0.0974782   0.0177657   0.00235855   -0.0711931   0.093454   0.0600066   -0.00768455   0.051776   -0.0180393   0.0108597   0.0154209   -0.0572262   -0.0408011   0.0330718   -0.0371867   0.000469736   -0.000259899   0.00233279   -0.00151549   -0.00420035   0.000224442   -2.52206e-06   7.86861e-06   -0.000111572   -2.64448e-06   -0.000138264   0.000892605   0.000866072   0.0191304   -0.00690948   9.76113e-05   -0.127801   0.0562939   -1.524e-07   -0.00359288   0.0106404   0.0663112   -3.3103e-05   -0.0214291   -0.0217589   0.00161355   0.00479004   0.00167133   -0.000129346   0.00298236   -0.00642581   0.00151413   -5.7806e-06   -0.000834653   -0.00206486   0.00026796   0.000337091   -0.00236888   -0.00479313   5.47838e-09   0.00925754   -0.00421104   -0.00398308   -0.0657681   0.0035785   -0.00211248   0.00213559   -0.0255226   0.00296547   0.0146205   -0.0242992   -0.00405032   0.0470714   0.0215996   0.0148487   -3.70601e-06   8.09954e-06   1.09218e-05   -0.000194259   6.39534e-06   5.64964e-06   4.37638e-05   -0.000248479   -0.000589265   -0.00344538   -0.0126442   -0.00550165   -4.10998e-06   -0.0117443   0.0044878   -0.00173741   -0.00122102   -0.0504121   -0.00424117   -0.0325958   0.00908475   -0.000227597   -0.00921129   8.46265e-07   0.000193136   -1.69086e-05   0.00396963   -0.00347903   0.00641959   -0.0222769   2.16169e-06   3.4182e-06   -1.16312e-06   -0.000689565   -0.000387914   0.000413809   0.0253252   -0.00207462   -0.0416845   
0.0747545   -0.0273082   0.000429865   -0.0233938   -0.0341995   -0.0074589   0.0105675   0.0117285   0.0102809   0.0032348   0.0155199   -0.00352841   -0.0150387   -0.00491304   -0.0368868   -0.0147198   -0.0263891   -0.010313   -3.71667e-05   0.0425218   0.0707907   0.0359037   0.0197603   -0.0118049   -0.0143604   -0.0158951   -0.00403309   -0.00633553   -0.00779249   0.0131538   0.0402157   0.0992541   0.160096   1   0.161978   0.126102   0.0883731   0.0613047   -0.0206125   0.0040591   -0.0527019   -0.0541268   0.0816558   -0.00400818   0.0454032   -0.0649427   0.0435249   -0.0180693   -0.0182104   0.0415735   0.0396194   -0.0128496   -0.00139169   -0.000961688   -0.000329824   0.00189516   0.0022816   -0.00179577   -2.24389e-06   5.64264e-06   -0.000526333   2.96372e-07   -0.0146953   0.000791979   0.00122274   0.0508462   -0.0285474   0.000491027   -0.0186023   0.106811   -5.64018e-08   -0.00247282   0.0356176   0.0341475   5.12127e-05   0.038026   0.0381427   0.0105532   0.0267175   0.0228864   -0.0031448   0.0304754   -0.0511708   -0.00188875   -5.18408e-05   -0.00241726   0.0116919   -0.000155066   6.97193e-05   -0.00220166   -0.00473887   -6.74867e-08   0.0124564   -0.00669333   -0.00245017   -0.0406944   0.00637818   -0.0127312   -0.0114195   -0.0252214   -0.00598959   0.0345857   -0.0390899   -0.00626166   0.0769867   0.0371185   0.0167673   -2.26892e-06   -2.73112e-05   5.07331e-06   -0.00047826   3.24352e-06   1.09648e-06   7.36391e-05   -0.000532228   -0.00121099   0.00522689   -0.00265729   -0.00498614   -2.93136e-06   0.00178415   0.00442266   0.0154063   0.003676   -0.104385   -0.0139783   0.0784094   0.00222065   0.000517186   0.00839116   -2.52494e-07   -1.58262e-05   3.20573e-05   0.00294653   -0.00273   0.00764146   -0.0173949   1.72728e-06   -3.58791e-07   2.8717e-06   -0.00124611   -0.000202857   0.000906126   0.0306104   -0.00309567   0.0431696   
-0.0228175   -0.0186439   0.0150131   -0.00413448   0.00534602   0.0184673   0.0279558   -0.00566735   -0.0107776   -0.0069638   -0.00290369   -0.0168539   -0.0134317   0.000657854   -0.0460972   0.00925711   -0.0187654   0.00285794   0.0298561   0.0520397   0.0621667   0.0250506   -0.0160987   -0.0335525   -0.0254862   -0.0311719   -0.00282585   -0.00716594   0.00372221   0.0564413   0.11611   0.171289   1   0.160096   0.0939552   0.0551414   0.0296425   0.0231014   0.0114458   0.0022448   0.0260645   -0.15084   0.0347965   -0.0299792   -0.0392141   0.0899292   -0.0263062   -0.0237184   -0.0050039   0.0471169   0.0169775   -0.00817253   0.00014858   -0.00117414   -0.00323361   0.00139243   0.00243066   -0.00340257   -9.11797e-06   9.66392e-06   -0.00059543   -4.73299e-06   -0.00649646   -8.14721e-06   0.0176361   -0.0239533   0.0595485   0.000561356   -0.0304233   0.133763   1.7895e-07   0.000449369   0.0140144   -0.00019757   0.000140837   0.0373032   0.0373598   -0.000916128   0.000584948   0.00243738   0.00251104   0.00423331   0.000531393   -0.00209225   1.01176e-05   -0.00192705   0.0182219   -9.25573e-06   0.0023673   0.00137531   0.000643953   1.38282e-07   0.000462419   -0.00472004   -0.00122644   -0.0597734   0.00348134   -0.00476763   -0.0229062   0.00338552   -0.00748502   0.00462044   -0.0277384   -0.000188692   -0.0706674   0.0202617   0.00735033   -5.34399e-06   -1.87493e-05   2.39027e-06   -0.000409459   -4.31334e-06   -6.71667e-06   4.57493e-05   -0.000391543   -0.00187537   0.00871117   -0.00259222   0.000120396   -1.37066e-07   -0.00119513   -0.00435401   0.0137395   0.00228773   -0.0858108   -0.0122083   0.090232   -0.00360976   3.98072e-05   0.0230047   -6.32857e-07   6.81481e-06   3.37668e-05   0.00306244   -0.00308871   0.00533197   -0.00246872   3.444e-07   3.83981e-07   5.25368e-06   -0.000152535   -0.000152693   0.00155461   -0.0198875   -0.00742217   0.0429792   
-0.0987063   -0.0146425   0.0170258   0.0158731   0.0256075   0.0263675   0.00810391   -0.0138744   -0.0167677   -0.0210267   -0.0169775   -0.00199804   -0.00323087   0.00281771   -0.0300609   0.00735132   0.0352918   0.0465874   0.0451076   0.0497191   0.0207364   -0.0015949   -0.0268026   -0.0358504   -0.0325749   -0.021469   0.00250076   0.0157185   -0.0158594   0.13793   0.189855   1   0.171289   0.0992541   0.0424361   0.000678211   0.000507295   0.0117472   0.0545442   -0.000910732   0.0505162   -0.0681393   -0.0308534   -0.0132055   -0.0164508   -0.00746398   0.0178267   -0.00603185   0.0413772   0.0839909   -0.0650042   0.0338775   0.000108583   -0.00102791   0.00218416   -0.00318357   -0.0047396   -0.000301752   -9.80904e-06   6.78519e-06   -0.000201882   -9.66329e-06   -0.00413636   -0.000570758   0.00698555   0.0199631   -0.0210698   0.000199704   0.00751756   0.0067819   8.00477e-08   0.00753167   -0.0267271   -0.0267493   0.000270217   0.0318048   0.0328516   -0.00267109   -0.00306413   -0.000304581   0.0035025   0.000875028   0.00371547   0.0038887   -7.50275e-05   0.000175887   -0.00696086   6.71893e-05   0.00268417   0.000951121   0.0027068   1.9352e-08   -0.0087285   0.00420016   0.00174731   -0.0396259   -0.00143531   -0.00235593   -0.0175461   0.0145237   -0.00487978   0.0204717   0.024398   -0.00380323   -0.178797   -0.00867286   0.00702251   -9.40047e-06   4.67714e-05   -2.09966e-06   0.000162899   -9.12056e-06   -1.01519e-05   1.03148e-05   0.000233163   -0.00211144   0.00462854   0.0144438   0.00103707   4.07754e-07   -0.0114538   -0.00529864   -0.00626422   -0.00611944   -0.0350405   0.00701531   0.06468   -0.00387486   -0.000832462   0.0250577   -1.90753e-06   0.000378974   -7.03996e-05   0.00256877   -0.00259001   0.00539786   0.00678626   -2.06272e-06   -3.82429e-06   6.812e-07   -1.71379e-05   0.00120567   -0.0024642   0.00102519   -0.00267047   -0.0588299   
-0.115123   -0.00393949   0.022893   0.0439128   0.0249113   0.0383321   -0.000849968   -0.0349141   -0.016482   -0.0120328   -0.0213229   -0.0145886   0.0177902   0.00371432   -0.0136004   0.020597   0.0806365   0.0743804   0.0327339   0.0261896   -0.0229282   -0.0215386   -0.0270744   -0.0255469   -0.0169039   -0.0237914   0.00366896   -0.00509108   -0.0319649   0.175965   1   0.189855   0.11611   0.0402157   0.0407465   0.00890772   -0.0222015   -0.00497788   0.0449211   -0.000789222   0.0306122   0.0366211   -0.0365092   -0.0108023   -0.0143489   0.0170561   0.0093222   0.0520358   0.0629889   0.124305   -0.110892   0.0589274   0.000192739   0.00104427   0.000163188   -0.00723134   -0.0119062   0.00251077   2.74803e-06   -2.16863e-06   0.000201203   9.02513e-07   -0.00434297   0.00100599   0.00828729   0.046377   -0.0220814   -0.000154563   -0.100542   0.0094406   -3.03947e-08   0.00744019   -0.0299572   -0.0189414   0.000301328   -0.0896529   -0.0888653   -0.00890821   -0.0161929   -0.0158455   0.00639938   -0.0178145   0.0337361   0.000905039   -0.000165363   0.00057246   -0.00632352   0.000629674   0.00360831   9.64244e-05   0.00358725   -1.15453e-08   -0.0143906   0.00613733   -0.00513959   -0.0013366   -0.0012855   0.00424719   -0.00617509   0.0193146   -0.00220752   0.0240025   0.0360821   -0.0191643   -0.120331   -0.007359   0.0200859   2.71981e-06   8.97254e-05   -8.10769e-07   0.000491787   2.66155e-06   1.11215e-06   8.29704e-05   0.000607314   -0.0017392   0.00314114   0.014733   0.00266338   -1.34252e-06   -0.0377732   -0.0051701   -0.0363688   -0.00667926   0.0102965   0.0282668   -0.00142696   -0.00426785   -0.00176993   0.0167334   -2.39258e-06   0.000581391   -0.000134181   0.00201812   -0.00205552   0.0059544   -0.00340183   -1.21451e-06   -2.41122e-06   -3.22699e-06   0.000619096   0.00161641   -0.000123066   -0.0207477   0.000638396   -0.153212   
0.026972   -0.0014853   0.00799111   0.0855753   0.0949527   0.041468   -0.0418035   -0.0304487   -0.0325208   -0.0315234   -0.0137813   0.0188351   0.0265465   0.00233145   0.016643   0.0134118   0.153815   0.12682   0.0266256   -0.00164725   -0.04025   -0.0238013   -0.0330023   0.003005   -0.0109122   -0.0152971   -0.000690096   0.0650885   -0.0596936   1   0.175965   0.13793   0.0564413   0.0131538   0.0182595   -0.00734899   -0.0052428   -0.0182607   -0.0147405   -0.00335096   -0.00630553   0.0987184   0.0989165   0.0164924   0.017238   -0.0997379   0.0282195   0.100045   0.0990115   0.0407384   -0.128004   -0.0333607   0.00121895   0.000245593   -0.00493163   -0.0176501   -0.0310587   0.00784953   5.37916e-05   -4.75212e-05   0.000789267   4.95175e-05   -0.00890946   0.000273274   0.00196574   -0.04499   0.0524031   -0.000598358   -0.0137857   -0.259624   1.0191e-08   -0.0048445   -0.00860396   0.0211617   -0.000471848   0.0253327   0.0255942   -0.00498595   -0.0115536   -0.0112807   0.00169981   -0.0142931   0.0174283   0.00195297   -0.000252999   0.00174183   0.00692749   0.000309607   0.00126191   0.00751993   0.00227689   7.68787e-09   -0.0138798   -0.00114352   0.00796632   -0.0459506   -0.00567423   0.00143066   0.0382347   0.0122835   0.00270153   0.0803261   -0.00652455   -0.0124746   0.0346813   -0.0318695   0.018233   4.88345e-05   0.00025167   1.60262e-06   -4.50822e-05   4.62476e-05   4.93619e-05   -8.6729e-05   -8.35607e-05   -0.00138852   -0.000114054   -0.0108729   -0.00114573   -4.99096e-06   -0.0849188   -0.00697461   -0.0584693   -0.0117757   -0.0131702   0.0610311   -0.0706175   -0.00247385   -0.00112761   -0.00658098   -9.84546e-07   0.00121826   -0.000420417   0.000145   -0.000204754   0.0099943   -0.021579   1.84244e-06   -6.88899e-06   -6.1849e-06   0.000368843   0.0018006   -0.00427832   -0.0263645   0.00455597   -0.390429   
-0.135317   -0.0088941   0.0287172   -0.0166735   -0.00189917   0.0165422   0.027799   -0.00744655   -0.00986977   -0.0232574   -0.0352429   -0.0274554   -0.00235622   -0.00182312   0.0677193   0.0258399   -0.0455196   -0.0305275   0.0141694   0.0123695   0.00719585   0.0150489   0.0256418   0.0204812   0.0223396   0.0025925   0.00143886   0.193327   1   -0.0596936   -0.0319649   -0.0158594   0.00372221   -0.00779249   0.0032056   -0.0174405   -0.0126032   -0.0140914   0.0787388   0.00122463   -0.0526112   -0.0179894   -0.0955962   -0.0589315   -0.0423466   0.030179   0.00311732   -0.0298906   -0.189628   -0.111703   -0.0139533   0.0231902   -0.000300555   -0.00397652   -0.00571563   0.00429381   0.00755842   -0.00183764   4.08963e-06   -1.00743e-05   -0.000226117   3.82011e-06   0.00189445   -0.00106612   0.0103381   0.0025967   0.015435   0.000209117   -0.0545203   0.0672725   -2.4141e-07   0.00348139   -0.00886217   -0.0378002   0.000205283   -0.0034293   -0.00286865   -0.00131238   0.0219257   0.00520414   0.00816818   0.0214174   -0.0131415   -0.0254078   -0.00272924   -0.0144276   0.0215056   7.87871e-05   0.00452811   -0.00487568   -0.0018374   5.10705e-08   0.0131485   0.00240818   -0.0296379   -0.0259964   0.00217754   0.00347033   -0.0595569   -0.0096959   0.0109944   0.0265381   0.0136704   -0.274827   0.00736441   0.0115396   0.158511   6.50364e-06   -4.89329e-05   -3.66648e-06   5.19655e-05   5.71396e-06   4.58293e-06   0.00140239   0.000133498   0.000319104   -0.00826908   0.00336359   -0.00590246   5.20111e-07   0.0788957   -0.00838459   0.0398616   -0.010063   -0.0116167   -0.0379024   0.0807963   0.00425282   -0.000708397   0.035439   -1.17853e-06   -0.000203366   5.95743e-05   0.00229859   -0.00227403   0.00727432   0.0778831   -3.46234e-06   3.37372e-07   9.92249e-08   -0.00143627   0.00210243   -0.00244043   -0.0179591   -0.00116286   0.100873   
0.0309278   0.00259401   0.0308705   0.0627868   0.0756516   0.0232083   -0.0324021   -0.00408854   -0.0328382   -0.0414609   -0.00152244   0.0452456   -0.0386771   0.000398322   0.0353183   0.00408672   0.0744351   0.0591368   0.0222402   0.0102346   -0.0227268   0.0147936   0.00638277   0.0243733   -0.0257963   -0.0246359   -0.00354835   1   0.193327   0.0650885   -0.00509108   0.0157185   -0.00716594   -0.00633553   -0.0185869   -0.00145453   0.0166833   0.0167322   0.0201348   -0.00055984   -0.0591366   -0.0100947   0.077286   -0.0405585   -0.036982   0.0294357   -0.0333808   0.0170468   -0.0612509   -0.149227   -0.0309741   -0.0178864   -0.00100582   0.000422027   0.0037729   -0.00782572   -0.0137164   -3.66994e-05   -6.29441e-06   2.81827e-06   0.000166651   -3.97583e-06   0.00972832   0.00928901   0.0085247   0.038733   -0.0488773   -0.000156719   0.255716   -0.163737   2.65237e-08   0.00097774   0.00992259   0.0396175   -3.26854e-05   -0.0042551   -0.00489263   -0.00384698   0.00946013   -0.00209943   0.00949028   0.00804701   0.019242   0.0122119   0.000375688   0.00307782   -0.00811348   0.000471871   0.00487679   0.00350482   0.000388621   3.21914e-08   -0.000580923   -0.00598149   -0.128165   0.018372   -0.000803142   0.00945827   -0.0164935   0.0017899   0.0057324   0.056824   -0.034495   -0.0954893   0.0786281   -0.00488968   0.143601   -7.66428e-06   8.44333e-05   9.26511e-07   -0.000279578   -8.15834e-06   -5.69305e-06   0.00243302   -0.000444806   -0.00126974   -0.0041099   -0.0051832   -0.00330914   1.55572e-06   0.0151177   -0.00680029   0.0041747   -0.00820536   -0.13595   0.0176891   0.00502692   -0.000137382   -0.00139112   0.00726614   1.568e-06   0.0002264   0.000160632   0.000673396   -0.000583367   0.00898416   0.0211156   8.70612e-07   -5.55316e-06   -4.54245e-07   -0.00072284   0.000559049   -0.00169597   0.00765258   -0.00607056   -0.166125   
0.00395146   0.00305501   0.00231079   -0.00298564   -0.00483867   -0.00436645   -0.00037545   -2.5049e-05   -0.000899689   -0.000635045   0.000961865   0.000541656   -0.00368225   0.00597954   -0.00369724   -0.00126852   -0.00516558   0.00105539   0.00594411   0.00464934   0.00413112   0.00364235   0.0050567   0.00300937   -0.00104963   -0.00256998   1   -0.00354835   0.00143886   -0.000690096   0.00366896   0.00250076   -0.00282585   -0.00403309   -0.00251724   -0.00359355   -0.00385986   -0.00387818   0.00196176   0.00465068   0.0105029   0.0304958   -0.0446482   0.0108346   0.0132674   0.00469467   -0.00408813   0.0020775   -0.00141236   0.000647206   0.00176791   -0.00371671   0.000370666   0.000286582   -9.96118e-05   0.000625876   0.00103972   -0.000522716   -6.52179e-07   -6.23423e-07   -6.53155e-05   -1.04077e-06   0.000271576   -0.000186765   0.000728011   0.000673894   0.00121311   5.99892e-05   0.00470631   0.00371949   3.76022e-09   -0.00224007   0.00292995   0.00237575   -2.57989e-05   0.000953384   0.000848714   -0.000664089   -0.00055077   0.000130991   0.00105272   0.000597152   0.001925   3.99254e-06   4.41902e-06   0.000445674   0.00436102   4.74088e-05   0.000365122   -0.00168542   0.00581604   -2.39066e-08   0.00206741   -0.0190259   -0.000657994   -0.00483809   0.00765528   0.00205494   -0.00909197   0.0309383   -0.000600309   0.0083358   -0.112141   -0.000317482   -0.0126042   0.043594   0.00247893   -6.85057e-07   -5.62107e-06   -8.87919e-07   -0.00115547   -5.98292e-07   -4.07421e-07   1.06878e-05   -0.00130589   -0.000362065   0.00354596   -0.00122189   0.00670574   1.00376e-06   -0.00102187   0.000675408   -9.3368e-06   0.000792029   -0.0042215   -0.000400511   0.00073704   -0.000910488   0.000870106   0.00712282   3.26573e-07   -4.36323e-05   1.50347e-05   -1.26453e-05   1.64986e-05   -0.00799634   0.00156197   -4.87039e-07   3.70028e-07   -4.07222e-07   0.00124183   -0.00201886   0.000892329   0.000370462   -0.000911699   0.0145495   
